SortOrder,Region,Region or State,Year,Total land,Total cropland,Cropland used for crops,Cropland used for pasture,Cropland idled,Grassland pasture and range,Forest-use land (all),Forest-use land grazed,Forest-use land not grazed,All special uses of land,Land in rural transportation facilities,Land in rural parks and wildlife areas,Land in defense and industrial areas,"Farmsteads, roads, and miscellaneous farmland",Land in urban areas,Other land
254,Lake States,Minnesota,2007,50950,22342,19857,740,1745,3020,15572,883,14689,4967,1256,2897,3,810,966,4084
255,Lake States,Minnesota,2012,50961,22452,20394,171,1887,3568,15929,870,15059,4941,1262,3298,3,377,1116,2955
256,Corn Belt total,Corn Belt,1945,165459,92224,77984,11362,2878,26326,28954,17569,11385,7378,3478,214,831,2855,2651,7926
257,Corn Belt total,Corn Belt,1949,165383,95956,81017,14939,N.A.,16563,29455,18314,11141,7557,3467,477,758,2855,2950,12902
258,Corn Belt total,Corn Belt,1954,165383,95268,79354,13716,2198,16830,31033,18507,12526,7598,3587,530,747,2734,3253,11401
259,Corn Belt total,Corn Belt,1959,165284,95090,78814,12822,3454,21806,30270,12921,17349,7664,3651,676,814,2523,4354,6100
260,Corn Belt total,Corn Belt,1964,165229,94750,72003,11228,11519,20335,30407,12179,18228,7784,3744,713,913,2414,4534,7419
261,Corn Belt total,Corn Belt,1969,164964,101969,70718,16886,14365,13948,31115,11975,19140,7222,3727,922,389,2184,5053,5657
262,Corn Belt total,Corn Belt,1974,164964,100464,81913,15116,3435,13693,29128,9938,19190,7116,3806,989,373,1948,5462,9101
263,Corn Belt total,Corn Belt,1978,164964,101761,83352,13997,4412,12010,27789,7684,20105,7637,3809,1623,370,1835,6311,9456
264,Corn Belt total,Corn Belt,1982,164795,100421,86471,10937,3013,13160,27841,6700,21141,7710,3794,1877,362,1677,6729,8934
265,Corn Belt total,Corn Belt,1987,164795,99636,73546,10390,15700,12843,29119,6563,22556,7338,3626,1885,322,1505,7365,8494
266,Corn Belt total,Corn Belt,1992,164601,99608,80733,10095,8780,12325,31270,6593,24677,7264,3607,2029,288,1340,7626,6508
267,Corn Belt total,Corn Belt,1997,164601,98565,83445,9894,5227,11579,31322,6553,24769,7444,3638,2128,353,1326,8290,7399
268,Corn Belt total,Corn Belt,2002,164579,95728,82922,7255,5551,13078,31304,6315,24989,8432,3743,2044,374,2272,7987,8050
269,Corn Belt total,Corn Belt,2007,164579,91018,82698,3677,4642,16390,34264,5258,29006,9411,3679,2989,325,2418,8102,5394
270,Corn Belt total,Corn Belt,2012,164355,89814,83283,1082,5449,18200,35437,5277,30160,8790,3718,2952,358,1762,9086,3029
271,Corn Belt,Ohio,1945,26318,13302,10919,1867,516,4552,4820,2520,2300,1140,509,20,90,521,820,1684
272,Corn Belt,Ohio,1949,26240,13378,11329,2049,N.A.,3063,4779,2106,2673,1218,507,84,106,521,887,2915
273,Corn Belt,Ohio,1954,26240,13054,10644,1710,700,3009,5396,1911,3485,1208,520,92,89,507,1006,2567
274,Corn Belt,Ohio,1959,26222,12427,10045,1505,877,3364,5259,1543,3716,1288,548,150,90,500,1503,2381
275,Corn Belt,Ohio,1964,26249,12035,9482,1164,1389,3708,5121,1396,3725,1270,567,149,84,470,1584,2531
276,Corn Belt,Ohio,1969,26224,12584,8790,1726,2068,2374,6422,1096,5326,1242,605,185,45,407,1673,1929
277,Corn Belt,Ohio,1974,26224,12705,10457,1515,733,1610,6422,873,5549,1259,624,218,41,376,1724,2504
278,Corn Belt,Ohio,1978,26224,12558,10674,1266,618,1545,6065,753,5312,1318,605,358,43,312,2032,2706
279,Corn Belt,Ohio,1982,26243,12246,10845,982,419,1430,6837,650,6187,1245,561,361,38,285,2149,2336
280,Corn Belt,Ohio,1987,26243,12373,9689,942,1742,1502,7141,629,6512,1184,529,358,42,255,2286,1757
281,Corn Belt,Ohio,1992,26209,11885,10043,891,951,1478,7623,626,6997,1161,524,374,39,224,2415,1647
282,Corn Belt,Ohio,1997,26209,12026,10576,895,556,1376,7567,607,6960,1152,524,370,38,220,2559,1528
283,Corn Belt,Ohio,2002,26207,11530,10314,708,507,1241,7568,566,7002,1394,540,372,77,405,2570,1904
284,Corn Belt,Ohio,2007,26207,10923,10141,352,431,1924,7666,279,7387,1344,515,392,38,399,2603,1746
285,Corn Belt,Ohio,2012,26151,10829,10190,109,530,2144,7864,292,7572,1282,516,419,38,309,2883,1148
286,Corn Belt,Indiana,1945,23171,13540,11043,1817,680,2475,3397,2092,1305,1232,459,38,243,492,339,2188
287,Corn Belt,Indiana,1949,23171,13827,11777,2050,N.A.,1468,3358,1660,1698,1227,463,63,209,492,398,2893
288,Corn Belt,Indiana,1954,23171,13877,11441,1967,469,1314,4045,1568,2477,1262,495,69,210,488,416,2257
289,Corn Belt,Indiana,1959,23158,14198,11424,1687,1087,1868,4003,1488,2515,1220,509,78,210,423,583,1286
290,Corn Belt,Indiana,1964,23161,13755,10537,1335,1883,2286,3960,1313,2647,1216,524,89,239,364,608,1336
291,Corn Belt,Indiana,1969,23102,14071,10251,1572,2248,2038,3870,945,2925,1155,508,121,185,341,790,1178
292,Corn Belt,Indiana,1974,23102,14079,11978,1423,678,1487,3870,762,3108,1135,507,143,177,308,906,1625
293,Corn Belt,Indiana,1978,23102,14030,12307,1103,620,1347,3895,743,3152,1131,493,168,178,292,979,1720
294,Corn Belt,Indiana,1982,22996,13958,12779,798,381,1352,3878,600,3278,1082,481,170,176,255,1040,1686
295,Corn Belt,Indiana,1987,22996,13641,10711,747,2183,1326,4296,596,3700,966,457,137,142,230,1191,1576
296,Corn Belt,Indiana,1992,22957,13404,11735,705,964,1261,4296,558,3738,897,443,141,112,201,1179,1920
297,Corn Belt,Indiana,1997,22957,13689,12516,658,516,1158,4342,520,3822,1102,475,264,173,190,1325,1341
298,Corn Belt,Indiana,2002,22955,13027,12122,453,452,1335,4342,484,3858,1270,465,264,173,368,1423,1558
299,Corn Belt,Indiana,2007,22955,12747,12201,284,262,1642,4533,287,4245,1363,466,351,166,380,1450,1220
300,Corn Belt,Indiana,2012,22929,12710,12216,80,414,1656,4748,220,4528,1220,449,372,158,242,1657,937
301,Corn Belt,Illinois,1945,35806,23583,20568,2150,865,3903,3326,1958,1368,1780,976,35,170,599,729,2485
302,Corn Belt,Illinois,1949,35798,23944,21352,2592,N.A.,2265,3942,2041,1901,1891,1022,111,159,599,809,2947
303,Corn Belt,Illinois,1954,35798,24050,21048,2493,509,2083,3947,1950,1997,1848,1039,108,149,552,890,2980
304,Corn Belt,Illinois,1959,35795,23864,21380,2076,408,3321,3887,1908,1979,1841,1040,147,151,503,1142,1740
305,Corn Belt,Illinois,1964,35761,24165,20357,1669,2139,3375,3826,1816,2010,1879,1068,150,180,481,1194,1322
306,Corn Belt,Illinois,1969,35679,25466,20310,2179,2977,2614,3745,1251,2494,1750,1080,163,64,443,1385,719
307,Corn Belt,Illinois,1974,35679,25010,22502,1856,652,1834,3745,1001,2744,1711,1094,166,60,391,1500,1879
308,Corn Belt,Illinois,1978,35679,25493,23042,1517,934,1551,3757,1199,2558,1805,1093,280,60,372,1671,1402
309,Corn Belt,Illinois,1982,35613,25245,23615,1070,560,1773,3551,950,2601,1947,1092,458,60,337,1796,1301
310,Corn Belt,Illinois,1987,35613,25197,20167,1021,4009,1668,4030,991,3039,1881,1051,483,53,294,1905,932
311,Corn Belt,Illinois,1992,35580,25585,23012,903,1670,1590,4030,1038,2992,1918,1056,557,50,255,2022,434
312,Corn Belt,Illinois,1997,35580,24925,23140,854,932,1559,4058,843,3215,1901,1072,523,57,249,2215,922
313,Corn Belt,Illinois,2002,35574,24531,22940,536,1055,1950,4087,756,3330,1973,1059,432,38,444,2302,732
314,Corn Belt,Illinois,2007,35574,24056,22778,309,970,1940,4363,446,3917,2496,1035,990,30,442,2341,376
315,Corn Belt,Illinois,2012,35532,23934,22672,88,1175,1728,4772,468,4305,2268,1027,893,30,318,2573,256
316,Corn Belt,Iowa,1945,35831,24942,22155,2612,175,5759,2224,1325,899,1642,896,46,60,640,413,851
317,Corn Belt,Iowa,1949,35869,26050,22906,3144,N.A.,3731,2226,1902,324,1669,894,64,71,640,456,1737
318,Corn Belt,Iowa,1954,35869,26170,22799,3161,210,3799,2505,1784,721,1680,909,76,91,604,445,1270
319,Corn Belt,Iowa,1959,35861,26551,23424,2850,277,5153,1957,1555,402,1646,905,92,90,559,530,24
320,Corn Belt,Iowa,1964,35868,26623,20241,2632,3750,3248,2295,1550,745,1751,912,137,127,575,530,1421
321,Corn Belt,Iowa,1969,35802,28398,20189,4008,4201,2089,2250,1602,648,1534,845,158,20,511,456,1075
322,Corn Belt,Iowa,1974,35802,28189,24134,3630,425,2152,2430,1395,1035,1545,893,166,20,466,477,1009
323,Corn Belt,Iowa,1978,35802,28719,24319,3174,1226,1755,1485,993,492,1668,913,284,19,452,655,1520
324,Corn Belt,Iowa,1982,35818,28534,25208,2500,826,2065,1227,1100,127,1699,948,313,19,419,677,1616
325,Corn Belt,Iowa,1987,35818,27981,20656,2284,5041,1882,1460,1180,280,1564,890,287,19,368,746,2185
326,Corn Belt,Iowa,1992,35760,28602,23414,2194,2994,1518,1944,1170,774,1566,884,326,19,337,712,1418
327,Corn Belt,Iowa,1997,35760,27911,24259,2074,1578,1477,1944,978,966,1550,875,326,20,329,801,2077
328,Corn Belt,Iowa,2002,35756,27556,24248,1365,1943,2134,1944,902,1041,1858,953,327,20,557,521,1744
329,Corn Belt,Iowa,2007,35756,26730,24277,845,1608,2460,2864,844,2020,2165,942,504,21,698,521,1016
330,Corn Belt,Iowa,2012,35748,26714,24750,225,1738,2879,2968,878,2090,1953,970,510,51,423,628,606
331,Corn Belt,Missouri,1945,44333,16857,13299,2916,642,9637,15187,9674,5513,1584,638,75,268,603,350,718
332,Corn Belt,Missouri,1949,44305,18757,13653,5104,N.A.,6036,15150,10605,4545,1552,581,155,213,603,400,2410
333,Corn Belt,Missouri,1954,44305,18117,13422,4385,310,6625,15140,11294,3846,1600,624,185,208,583,496,2327
334,Corn Belt,Missouri,1959,44248,18050,12541,4704,805,8100,15164,6427,8737,1669,649,209,273,538,596,669
335,Corn Belt,Missouri,1964,44190,18172,11386,4428,2358,7718,15205,6104,9101,1668,673,188,283,524,618,809
336,Corn Belt,Missouri,1969,44157,21450,11178,7401,2871,4833,14828,7081,7747,1541,689,295,75,482,749,756
337,Corn Belt,Missouri,1974,44157,20481,12842,6692,947,6610,12661,5907,6754,1466,688,296,75,407,855,2084
338,Corn Belt,Missouri,1978,44157,20961,13010,6937,1014,5812,12587,3996,8591,1715,705,533,70,407,974,2108
339,Corn Belt,Missouri,1982,44125,20438,14024,5587,827,6540,12348,3400,8948,1737,712,575,69,381,1067,1995
340,Corn Belt,Missouri,1987,44125,20444,12323,5396,2725,6465,12192,3167,9025,1743,699,620,66,358,1237,2044
341,Corn Belt,Missouri,1992,44095,20132,12529,5402,2201,6478,13377,3201,10176,1721,699,631,67,324,1298,1089
342,Corn Belt,Missouri,1997,44095,20013,12956,5413,1645,6010,13411,3605,9806,1741,693,646,65,337,1390,1530
343,Corn Belt,Missouri,2002,44087,19085,13297,4194,1594,6419,13364,3606,9758,1938,726,649,66,497,1170,2111
344,Corn Belt,Missouri,2007,44087,16561,13301,1887,1372,8423,14838,3402,11436,2043,722,752,69,499,1186,1036
345,Corn Belt,Missouri,2012,43995,15627,13455,580,1591,9792,15085,3419,11666,2066,755,759,82,470,1345,81
346,Northern Plains total,Northern Plains,1945,195428,95470,83610,3180,8680,82295,4095,3337,758,7125,4040,720,603,1762,435,6008
347,Northern Plains total,Northern Plains,1949,195432,100666,85022,4672,10972,77055,4718,3067,1651,7230,4033,720,715,1762,514,5249
348,Northern Plains total,Northern Plains,1954,195432,101043,95818,3952,1273,78402,5428,3048,2380,7324,4050,741,1125,1408,512,2723
349,Northern Plains total,Northern Plains,1959,194877,101054,90200,4695,6160,79743,4591,3029,1562,7603,3874,887,1548,1294,615,1271
350,Northern Plains total,Northern Plains,1964,194441,98843,86236,4159,8448,80675,4244,2300,1944,8143,3917,1165,1814,1247,630,1906
351,Northern Plains total,Northern Plains,1969,194243,107237,88313,11273,7651,72940,4496,2358,2138,6410,3495,1206,490,1219,685,2475
352,Northern Plains total,Northern Plains,1974,194243,105013,90475,12209,2329,73285,4514,2228,2286,6143,3449,1369,248,1077,807,4481
353,Northern Plains total,Northern Plains,1978,194243,102903,88422,9425,5056,73208,4412,2105,2307,6671,3794,1647,207,1023,893,6156
354,Northern Plains total,Northern Plains,1982,194351,106969,93725,9513,3731,69696,4280,2000,2280,6692,3821,1678,201,992,991,5723
355,Northern Plains total,Northern Plains,1987,194351,109613,87266,9961,12386,67138,3918,1850,2068,6339,3469,1758,206,906,1143,6200
356,Northern Plains total,Northern Plains,1992,194298,106602,84543,10601,11458,69695,3693,1606,2087,6330,3504,1802,208,815,1127,6852
357,Northern Plains total,Northern Plains,1997,194298,107846,89042,9773,9030,68311,4318,1903,2415,6106,3467,1614,192,834,1266,6450
358,Northern Plains total,Northern Plains,2002,194271,101978,85927,8201,7849,71036,4340,2012,2328,7137,3775,1681,190,1491,1049,8731
359,Northern Plains total,Northern Plains,2007,194271,97688,84459,4316,8913,74827,5677,2824,2853,8170,3790,1974,195,2211,1063,6845
360,Northern Plains total,Northern Plains,2012,194173,96925,87692,1625,7609,79766,6178,2869,3309,7197,3870,2173,187,967,1256,2851
361,Northern Plains,North Dakota,1945,44835,25103,21363,710,3030,14425,557,451,106,1708,1081,232,1,394,44,2998
362,Northern Plains,North Dakota,1949,44836,27628,22112,935,4581,13121,606,483,123,1866,1075,252,145,394,55,1560
363,Northern Plains,North Dakota,1954,44836,27872,26624,754,494,13300,551,346,205,2097,1100,259,433,305,55,961
364,Northern Plains,North Dakota,1959,44452,28275,25480,756,2039,13457,467,329,138,1965,932,272,480,281,66,222
365,Northern Plains,North Dakota,1964,44339,27914,25077,848,1989,12988,436,237,199,2163,1017,346,529,271,68,770
366,Northern Plains,North Dakota,1969,44339,30187,27001,1889,1297,11278,422,264,158,1385,683,403,33,266,62,1005
367,Northern Plains,North Dakota,1974,44339,30298,27275,2270,753,10528,419,205,214,1454,685,507,13,249,78,1562
368,Northern Plains,North Dakota,1978,44339,29618,26736,1605,1277,10888,426,174,252,1824,998,585,13,228,90,1493
369,Northern Plains,North Dakota,1982,44352,29496,26900,1575,1021,11028,515,350,165,1817,1014,576,13,214,102,1394
370,Northern Plains,North Dakota,1987,44352,29427,25464,1522,2441,11187,460,284,176,1601,819,577,13,192,112,1565
371,Northern Plains,North Dakota,1992,44156,29622,24444,1715,3463,10951,338,212,126,1603,813,608,14,168,111,1531
372,Northern Plains,North Dakota,1997,44156,28818,24460,1500,2858,11329,441,263,178,1489,803,499,4,183,129,1950
373,Northern Plains,North Dakota,2002,44145,27686,23373,1343,2969,11529,441,212,229,1686,869,496,4,318,94,2708
374,Northern Plains,North Dakota,2007,44145,27676,23290,817,3569,11935,699,307,392,1951,866,504,14,566,95,1790
375,Northern Plains,North Dakota,2012,44161,27120,24081,322,2718,13336,517,229,288,1697,927,552,13,205,123,1368
376,Northern Plains,South Dakota,1945,48983,18503,17238,641,624,25182,1545,1322,223,1931,920,318,322,371,65,1757
377,Northern Plains,South Dakota,1949,48983,19821,18559,816,446,24402,1914,1238,676,1860,913,280,296,371,80,906
378,Northern Plains,South Dakota,1954,48983,19692,18851,722,119,24764,2133,1183,950,1768,862,274,376,256,78,548
379,Northern Plains,South Dakota,1959,48882,19070,16022,1184,1864,26113,1383,863,520,2128,870,302,723,233,87,101
380,Northern Plains,South Dakota,1964,48612,18965,16520,934,1511,25432,1496,731,765,2326,833,463,809,221,89,304
381,Northern Plains,South Dakota,1969,48611,20844,16327,2998,1519,24030,1699,926,773,1715,742,496,248,229,80,243
382,Northern Plains,South Dakota,1974,48611,19680,16655,2770,255,24670,1700,944,756,1497,734,547,45,171,93,971
383,Northern Plains,South Dakota,1978,48611,19294,16111,2307,876,24192,1673,855,818,1583,770,613,8,192,102,1767
384,Northern Plains,South Dakota,1982,48609,20392,17657,2309,426,23529,1610,750,860,1597,774,635,3,185,110,1371
385,Northern Plains,South Dakota,1987,48609,21618,17022,2389,2207,22261,1552,682,870,1521,656,681,8,176,126,1531
386,Northern Plains,South Dakota,1992,48573,20382,15458,2485,2439,23947,1450,814,636,1602,734,696,9,163,138,1054
387,Northern Plains,South Dakota,1997,48573,21765,17313,2542,1909,22594,1588,875,713,1575,736,676,3,160,150,901
388,Northern Plains,South Dakota,2002,48566,21066,17332,2476,1259,22487,1511,761,750,1855,830,737,3,286,108,1540
389,Northern Plains,South Dakota,2007,48566,19853,17026,1311,1516,23263,1640,741,899,2307,823,907,9,568,109,1395
390,Northern Plains,South Dakota,2012,48519,19356,17624,528,1203,24972,1789,884,905,1916,825,892,6,193,152,334
391,Northern Plains,Nebraska,1945,49058,23428,20846,942,1640,22373,892,706,186,1634,924,136,131,443,140,591
392,Northern Plains,Nebraska,1949,49064,23777,20428,1400,1949,22154,1087,603,484,1633,929,150,111,443,152,261
393,Northern Plains,Nebraska,1954,49064,23269,21929,1117,223,22542,1080,764,316,1651,955,167,142,387,137,385
394,Northern Plains,Nebraska,1959,49032,23637,21450,1309,878,22266,1073,780,293,1631,937,184,150,360,163,262
395,Northern Plains,Nebraska,1964,48974,22275,18880,1031,2364,23731,848,517,331,1682,938,237,143,364,168,270
396,Northern Plains,Nebraska,1969,48949,23379,18646,2461,2272,22179,1031,631,400,1505,936,204,37,328,173,682
397,Northern Plains,Nebraska,1974,48949,23410,19724,3274,412,22137,1032,620,412,1417,892,208,22,295,201,752
398,Northern Plains,Nebraska,1978,48949,23317,19777,2363,1177,22133,1015,617,398,1526,889,336,22,279,223,735
399,Northern Plains,Nebraska,1982,49052,24179,20816,2397,966,21232,796,500,296,1533,887,351,22,273,243,1069
400,Northern Plains,Nebraska,1987,49052,24225,18000,2565,3660,20435,699,469,230,1514,861,379,22,252,269,1910
401,Northern Plains,Nebraska,1992,49202,24103,19428,2586,2089,20917,568,265,303,1480,858,378,22,222,264,1870
402,Northern Plains,Nebraska,1997,49202,23555,20314,1942,1299,21828,797,345,452,1423,839,307,53,224,294,1305
403,Northern Plains,Nebraska,2002,49198,22764,19758,1908,1099,21941,897,378,520,1651,904,312,52,384,293,1651
404,Northern Plains,Nebraska,2007,49198,21612,19495,896,1221,23191,1234,680,554,1844,896,359,14,575,298,1019
405,Northern Plains,Nebraska,2012,49167,21857,20442,326,1090,23677,1470,748,722,1562,907,394,9,252,344,258
406,Northern Plains,Kansas,1945,52552,28436,24163,887,3386,20315,1101,858,243,1852,1115,34,149,554,186,662
407,Northern Plains,Kansas,1949,52549,29440,23923,1521,3996,17378,1111,743,368,1871,1116,38,163,554,227,2522
408,Northern Plains,Kansas,1954,52549,30210,28414,1359,437,17796,1664,755,909,1808,1133,41,174,460,242,829
409,Northern Plains,Kansas,1959,52511,30072,27248,1446,1379,17907,1668,1057,611,1879,1135,129,195,420,299,686
410,Northern Plains,Kansas,1964,52516,29689,25759,1346,2584,18524,1464,815,649,1972,1129,119,333,391,305,562
411,Northern Plains,Kansas,1969,52344,32827,26339,3925,2563,15453,1344,537,807,1805,1134,103,172,396,370,545
412,Northern Plains,Kansas,1974,52344,31625,26821,3895,909,15950,1363,459,904,1775,1138,107,168,362,435,1196
413,Northern Plains,Kansas,1978,52344,30674,25798,3150,1726,15995,1298,459,839,1738,1137,113,164,324,478,2161
414,Northern Plains,Kansas,1982,52338,32902,28352,3232,1318,13907,1359,400,959,1745,1146,116,163,320,536,1889
415,Northern Plains,Kansas,1987,52338,34343,26780,3485,4078,13255,1207,415,792,1703,1133,121,163,286,636,1194
416,Northern Plains,Kansas,1992,52367,32495,25213,3815,3467,13880,1337,315,1022,1644,1098,120,163,263,614,2397
417,Northern Plains,Kansas,1997,52367,33708,26955,3789,2964,12560,1492,420,1072,1619,1089,132,132,266,693,2294
418,Northern Plains,Kansas,2002,52362,30461,25464,2475,2522,15079,1490,662,829,1945,1172,136,132,504,554,2832
419,Northern Plains,Kansas,2007,52362,28548,24649,1292,2608,16438,2104,1096,1008,2069,1205,204,157,502,562,2642
420,Northern Plains,Kansas,2012,52326,28592,25545,449,2598,17781,2402,1008,1394,2023,1212,335,158,318,637,891
421,Appalachian total,Appalachian,1945,124929,35040,22957,8305,3778,13631,63669,39591,24078,5767,1765,1154,1029,1819,1096,5726
422,Appalachian total,Appalachian,1949,124628,37363,26158,11205,N.A.,9115,64476,19296,45180,6091,1713,1463,1096,1819,1334,6249
423,Appalachian total,Appalachian,1954,124628,33722,20065,10306,3351,10149,68021,17185,50836,6092,1836,1515,1380,1361,1508,5136
424,Appalachian total,Appalachian,1959,124550,29990,17431,9498,3061,12984,69311,8517,60794,6347,1911,1771,1405,1260,2178,3740
425,Appalachian total,Appalachian,1964,124175,28883,14994,9457,4432,10778,73021,8356,64665,6510,1969,2000,1513,1028,2317,2666
426,Appalachian total,Appalachian,1969,123921,31630,14758,12428,4444,8427,73132,6669,66463,5989,2109,2039,842,999,2650,2093
427,Appalachian total,Appalachian,1974,123921,30656,17083,11516,2057,7498,73133,5843,67290,6005,2189,2114,895,807,3133,3496
428,Appalachian total,Appalachian,1978,123921,31259,18289,10648,2322,5764,71876,5863,66013,6901,2214,2986,882,819,4117,4004
429,Appalachian total,Appalachian,1982,123833,30369,19324,9066,1979,6323,70898,5200,65698,7094,2099,3307,843,845,4685,4464
430,Appalachian total,Appalachian,1987,123833,29451,16448,8748,4255,6558,70469,5011,65458,7410,2042,3833,861,674,5475,4470
431,Appalachian total,Appalachian,1992,123747,29136,16631,9073,3432,5962,71614,5181,66433,7622,2041,4083,932,567,5552,3861
432,Appalachian total,Appalachian,1997,123747,27992,16919,8943,2130,5442,71495,4826,66669,7631,2053,4086,918,574,6192,4996
433,Appalachian total,Appalachian,2002,123730,26011,17085,7151,1775,6253,71539,6248,65292,8891,2155,4758,910,1068,6534,4501
434,Appalachian total,Appalachian,2007,123730,22654,17306,3770,1578,10551,70819,3150,67668,8869,2096,4593,997,1184,6677,4160
435,Appalachian total,Appalachian,2012,123435,19873,17285,1032,1556,13890,70629,2745,67884,8849,2136,4744,1212,757,8098,2095
436,Appalachian,Virginia,1945,25535,5792,3980,1169,643,3158,14488,8861,5627,1175,370,291,284,230,211,711
437,Appalachian,Virginia,1949,25532,5789,4225,1564,N.A.,2379,14561,2856,11705,1126,274,301,321,230,344,1333
438,Appalachian,Virginia,1954,25532,4886,3243,1116,527,2771,15527,3072,12455,1198,287,304,384,223,369,781
439,Appalachian,Virginia,1959,25496,4427,2978,1018,431,3592,15131,1378,13753,1459,467,384,392,216,551,336
440,Appalachian,Virginia,1964,25498,4080,2662,865,553,3211,16059,1362,14697,1266,312,411,374,169,612,270
441,Appalachian,Virginia,1969,25459,4925,2629,1732,564,2282,16075,1245,14830,1187,366,459,193,169,727,263
442,Appalachian,Virginia,1974,25459,4690,2685,1690,315,1819,16076,1021,15055,1264,387,492,271,114,863,747
443,Appalachian,Virginia,1978,25459,4783,2734,1722,327,1556,16009,1109,14900,1383,384,584,258,157,1115,613
444,Appalachian,Virginia,1982,25410,4753,2978,1523,252,1717,15872,1050,14822,1327,329,624,211,163,1267,474
445,Appalachian,Virginia,1987,25410,4613,2671,1449,493,1773,15497,1022,14475,1449,318,714,276,141,1404,674
446,Appalachian,Virginia,1992,25343,4436,2562,1524,350,1728,15353,1005,14348,1441,322,761,259,99,1471,914
447,Appalachian,Virginia,1997,25343,4340,2572,1526,242,1533,15345,777,14568,1468,316,779,275,98,1654,1003
448,Appalachian,Virginia,2002,25340,4168,2712,1267,189,1373,15372,902,14470,1590,330,797,274,189,1526,1312
449,Appalachian,Virginia,2007,25340,3251,2570,487,194,2463,15350,499,14852,1662,327,882,257,196,1555,1059
450,Appalachian,Virginia,2012,25274,2989,2636,148,205,2794,15385,472,14913,1793,344,898,413,137,1744,569
451,Appalachian,West Virginia,1945,15418,1974,1505,312,157,3243,9434,6296,3138,386,219,38,27,102,144,237
452,Appalachian,West Virginia,1949,15411,2354,1567,787,N.A.,2326,9854,3556,6298,360,177,55,26,102,155,362
453,Appalachian,West Virginia,1954,15411,1835,1089,513,233,2277,9866,3335,6531,380,182,67,27,104,175,878
454,Appalachian,West Virginia,1959,15411,1521,863,520,138,2575,9907,1841,8066,928,712,73,38,105,198,282
455,Appalachian,West Virginia,1964,15414,1238,754,360,124,1706,11423,1739,9684,491,180,183,46,82,194,362
456,Appalachian,West Virginia,1969,15405,1763,754,886,123,863,12126,880,11246,400,191,132,2,75,147,106
457,Appalachian,West Virginia,1974,15405,1617,771,739,107,717,12126,696,11430,412,201,162,2,47,156,377
458,Appalachian,West Virginia,1978,15405,1611,706,814,91,653,11509,793,10716,452,213,176,2,61,189,991
459,Appalachian,West Virginia,1982,15436,1549,786,676,87,557,11509,800,10709,665,201,324,1,139,210,946
460,Appalachian,West Virginia,1987,15436,1419,678,642,99,476,11799,782,11017,683,193,426,0,64,236,823
461,Appalachian,West Virginia,1992,15415,1386,644,662,80,524,11916,810,11106,679,192,441,0,46,254,655
462,Appalachian,West Virginia,1997,15415,1411,664,698,50,481,11899,697,11202,699,192,446,2,59,288,637
463,Appalachian,West Virginia,2002,15410,1208,680,491,37,507,11900,1136,10764,929,221,651,8,49,364,502
464,Appalachian,West Virginia,2007,15410,921,678,192,51,1249,11833,712,11121,964,214,701,3,47,372,71
465,Appalachian,West Virginia,2012,15384,781,685,54,42,1351,11780,550,11230,1043,208,784,4,47,420,10
466,Appalachian,North Carolina,1945,31451,7602,6170,526,906,1099,18164,11716,6448,1432,492,341,292,307,341,2813
467,Appalachian,North Carolina,1949,31422,7699,6966,733,N.A.,1057,18068,5223,12845,1629,504,560,258,307,360,2609
468,Appalachian,North Carolina,1954,31422,7264,5868,702,694,1534,19160,3170,15990,1739,565,567,323,284,410,1315
469,Appalachian,North Carolina,1959,31403,7358,5101,674,1583,1556,19118,1356,17762,1823,585,630,324,284,596,952
470,Appalachian,North Carolina,1964,31283,6154,4262,601,1291,1715,20092,1318,18774,1808,596,657,326,229,631,883
471,Appalachian,North Carolina,1969,31231,6480,4032,1113,1335,1216,20224,1241,18983,1870,626,724,289,231,683,758
472,Appalachian,North Carolina,1974,31231,6576,4849,1099,628,1050,20223,1084,19139,1899,648,741,268,242,832,651
473,Appalachian,North Carolina,1978,31231,6571,4952,990,629,852,19590,893,18697,1814,654,681,267,212,1078,1326
474,Appalachian,North Carolina,1982,31260,6436,5154,806,476,1010,18604,700,17904,1937,627,823,311,176,1255,2018
475,Appalachian,North Carolina,1987,31260,6001,4070,783,1148,1210,18401,679,17722,2118,619,1054,301,144,1477,2053
476,Appalachian,North Carolina,1992,31180,5935,4315,835,785,984,18710,708,18002,2270,611,1214,323,122,1562,1718
477,Appalachian,North Carolina,1997,31180,5890,4487,927,476,814,18638,627,18011,2264,621,1197,323,123,1760,1814
478,Appalachian,North Carolina,2002,31175,5199,4239,668,292,875,18664,652,18013,2395,630,1218,334,212,2294,1748
479,Appalachian,North Carolina,2007,31175,4843,4258,339,247,1231,18037,288,17749,2858,597,1560,388,314,2357,1849
480,Appalachian,North Carolina,2012,31116,4473,4085,95,294,1579,18078,270,17808,2759,578,1575,454,151,3086,1141
481,Appalachian,Kentucky,1945,25670,10399,5378,4038,983,3684,9684,5738,3946,1272,357,123,302,490,169,462
482,Appalachian,Kentucky,1949,25513,11601,6336,5265,N.A.,1696,10082,4259,5823,1354,370,130,364,490,197,583
483,Appalachian,Kentucky,1954,25513,10641,4786,4880,975,1759,11167,3743,7424,1227,404,140,317,366,219,500
484,Appalachian,Kentucky,1959,25512,8536,4209,4069,258,2871,11397,2074,9323,884,83,164,333,304,314,1510
